ngram,counts,freq
cables,9,1.33266995984221e-05
cabo,2,2.96148879964936e-06
cabon,1,1.48074439982468e-06
cabonara,1,1.48074439982468e-06
cabool,1,1.48074439982468e-06
cabot,1,1.48074439982468e-06
cabq,1,1.48074439982468e-06
cabrales,1,1.48074439982468e-06
cabrera,11,1.33266995984221e-05
cabrerabello,1,1.48074439982468e-06
cabret,1,1.48074439982468e-06
cabrillo,2,2.96148879964936e-06
cabs,6,8.88446639894808e-06
cac,7,8.88446639894808e-06
cacao,3,4.44223319947404e-06
cacaxtla,1,1.48074439982468e-06
cachaca,2,2.96148879964936e-06
cache,3,4.44223319947404e-06
caches,1,1.48074439982468e-06
cackling,1,1.48074439982468e-06
cacl,2,2.96148879964936e-06
cacophany,1,1.48074439982468e-06
cacophonous,1,1.48074439982468e-06
cacophony,1,1.48074439982468e-06
cacti,2,1.48074439982468e-06
cactus,7,5.92297759929872e-06
caculatora,1,1.48074439982468e-06
cadbury,1,1.48074439982468e-06
caddie,1,1.48074439982468e-06
caddies,2,2.96148879964936e-06
caddyshack,1,1.48074439982468e-06
caden,1,1.48074439982468e-06
cadence,2,2.96148879964936e-06
cadet,4,5.92297759929872e-06
cadets,6,4.44223319947404e-06
cadillac,4,5.92297759929872e-06
cadillacs,1,1.48074439982468e-06
cadix,1,0
cadiz,1,1.48074439982468e-06
cadmium,1,1.48074439982468e-06
cadre,2,2.96148879964936e-06
cadue,1,1.48074439982468e-06
cady,2,2.96148879964936e-06
caen,1,1.48074439982468e-06
caesar,7,7.4037219991234e-06
caesarean,4,5.92297759929872e-06
caesars,4,5.92297759929872e-06
caf,3,4.44223319947404e-06
cafaro,2,2.96148879964936e-06
cafe,48,5.33067983936885e-05
cafes,6,8.88446639894808e-06
cafesshopsexhibitions,1,1.48074439982468e-06
cafeteria,8,1.18459551985974e-05
cafeterias,2,2.96148879964936e-06
caffeinated,2,2.96148879964936e-06
caffeine,24,2.22111659973702e-05
caffine,1,1.48074439982468e-06
caffrey,1,1.48074439982468e-06
cag,1,1.48074439982468e-06
cage,8,7.4037219991234e-06
caged,2,2.96148879964936e-06
cagen,1,1.48074439982468e-06
cages,9,1.18459551985974e-05
cahalin,1,1.48074439982468e-06
cahill,3,4.44223319947404e-06
cahokia,2,2.96148879964936e-06
cahoots,1,1.48074439982468e-06
cai,2,2.96148879964936e-06
caians,1,1.48074439982468e-06
caicos,1,1.48074439982468e-06
cailey,1,1.48074439982468e-06
cailin,1,1.48074439982468e-06
caillat,1,1.48074439982468e-06
cailleach,1,1.48074439982468e-06
cailliche,1,1.48074439982468e-06
caillou,1,1.48074439982468e-06
cain,27,2.51726547970196e-05
caine,4,5.92297759929872e-06
caiola,1,1.48074439982468e-06
caipirinha,5,4.44223319947404e-06
cairand,1,1.48074439982468e-06
cairo,7,5.92297759929872e-06
caitlin,2,2.96148879964936e-06
caius,1,1.48074439982468e-06
cajoling,1,1.48074439982468e-06
cajun,5,7.4037219991234e-06
cajuncabinorg,1,1.48074439982468e-06
cake,134,9.03254083893055e-05
caked,3,4.44223319947404e-06
cakeeaters,1,1.48074439982468e-06
cakeinacup,1,1.48074439982468e-06
cakelike,1,1.48074439982468e-06
cakeplace,1,1.48074439982468e-06
cakerecipe,1,1.48074439982468e-06
cakes,18,2.36919103971949e-05
cakeso,1,1.48074439982468e-06
cakestonight,1,1.48074439982468e-06
cakewalk,1,1.48074439982468e-06
cakey,2,2.96148879964936e-06
cal,21,2.36919103971949e-05
calabo,1,1.48074439982468e-06
calabria,1,1.48074439982468e-06
calagione,1,1.48074439982468e-06
calais,1,1.48074439982468e-06
calamari,5,7.4037219991234e-06
calamity,1,1.48074439982468e-06
calandre,1,1.48074439982468e-06
calapsed,1,1.48074439982468e-06
calberkeley,1,1.48074439982468e-06
calbreath,3,4.44223319947404e-06
calc,1,1.48074439982468e-06
calcagni,1,1.48074439982468e-06
calcaterra,1,1.48074439982468e-06
calcification,1,1.48074439982468e-06
calcified,1,1.48074439982468e-06
calcium,2,2.96148879964936e-06
calculate,6,7.4037219991234e-06
calculated,15,2.07304215975455e-05
calculatedly,2,2.96148879964936e-06
calculates,1,1.48074439982468e-06
calculating,4,5.92297759929872e-06
calculation,3,4.44223319947404e-06
calculations,3,2.96148879964936e-06
calculator,5,4.44223319947404e-06
calculators,2,2.96148879964936e-06
calculus,5,7.4037219991234e-06
calcutta,2,2.96148879964936e-06
caldecott,1,1.48074439982468e-06
calder,1,1.48074439982468e-06
calderon,1,1.48074439982468e-06
calderwood,1,1.48074439982468e-06
caldron,1,1.48074439982468e-06
caldwel,1,1.48074439982468e-06
caldwell,1,1.48074439982468e-06
caleb,9,1.33266995984221e-05
calendar,35,3.55378655957923e-05
calendarplanner,1,1.48074439982468e-06
calendars,13,8.88446639894808e-06
calendarsnational,1,1.48074439982468e-06
calender,2,2.96148879964936e-06
calera,1,1.48074439982468e-06
calero,1,1.48074439982468e-06
calf,9,1.33266995984221e-05
calfee,1,1.48074439982468e-06
calgary,2,2.96148879964936e-06
calhoun,1,1.48074439982468e-06
cali,19,1.62881883980715e-05
caliber,5,5.92297759929872e-06
caliberry,1,1.48074439982468e-06
calibrate,1,1.48074439982468e-06
calibrated,2,2.96148879964936e-06
caliente,2,2.96148879964936e-06
calientes,1,1.48074439982468e-06
calif,28,3.40571211959676e-05
california,177,9.47676415887795e-05
californiabased,4,2.96148879964936e-06
californiacation,1,1.48074439982468e-06
californiagirl,1,1.48074439982468e-06
californiamediterranean,1,1.48074439982468e-06
californian,4,5.92297759929872e-06
californians,5,4.44223319947404e-06
californiastyle,2,2.96148879964936e-06
californica,1,1.48074439982468e-06
californication,1,1.48074439982468e-06
calin,1,1.48074439982468e-06
calipari,4,4.44223319947404e-06
calipatria,1,1.48074439982468e-06
calisher,1,1.48074439982468e-06
calisthenics,1,1.48074439982468e-06
calithe,1,1.48074439982468e-06
call,710,0.000376109077555469
callahan,7,1.03652107987728e-05
callahanjohnson,1,1.48074439982468e-06
callalilies,1,1.48074439982468e-06
callandresponse,1,1.48074439982468e-06
callar,1,1.48074439982468e-06
callback,2,2.96148879964936e-06
callbacks,1,1.48074439982468e-06
called,529,0.000390916521553715
calledwait,1,1.48074439982468e-06
calledwe,1,1.48074439982468e-06
caller,8,7.4037219991234e-06
callers,3,4.44223319947404e-06
callin,3,4.44223319947404e-06
calling,121,0.000122901785185448
callings,2,2.96148879964936e-06
callio,1,1.48074439982468e-06
callis,2,2.96148879964936e-06
callista,2,2.96148879964936e-06
calln,1,1.48074439982468e-06
callous,2,2.96148879964936e-06
calls,167,0.000167324117180189
callum,2,1.48074439982468e-06
callup,1,1.48074439982468e-06
calm,39,4.29415875949157e-05
calmed,3,4.44223319947404e-06
calmels,2,2.96148879964936e-06
calmer,5,7.4037219991234e-06
calming,3,4.44223319947404e-06
calmly,3,4.44223319947404e-06
calmness,1,1.48074439982468e-06
calmvoiced,1,1.48074439982468e-06
caloric,3,4.44223319947404e-06
calorie,10,1.03652107987728e-05
calorieburning,1,1.48074439982468e-06
calories,45,3.7018609995617e-05
calpers,3,4.44223319947404e-06
calrify,1,1.48074439982468e-06
caltex,1,1.48074439982468e-06
caltrain,3,4.44223319947404e-06
calucci,1,1.48074439982468e-06
calumet,2,2.96148879964936e-06
calusa,1,1.48074439982468e-06
calved,1,1.48074439982468e-06
calvert,2,2.96148879964936e-06
calves,4,4.44223319947404e-06
calvin,15,2.22111659973702e-05
calvinists,1,1.48074439982468e-06
calwell,1,1.48074439982468e-06
calypso,1,1.48074439982468e-06
cam,16,2.22111659973702e-05
camacho,1,1.48074439982468e-06
camaraderie,4,5.92297759929872e-06
camarota,2,2.96148879964936e-06
camas,1,1.48074439982468e-06
cambio,1,1.48074439982468e-06
cambodia,3,2.96148879964936e-06
cambodian,2,2.96148879964936e-06
cambria,2,2.96148879964936e-06
cambridge,11,1.03652107987728e-05
camby,3,4.44223319947404e-06
camden,11,1.18459551985974e-05
camdenrowan,1,1.48074439982468e-06
came,609,0.000463472997145125
camel,8,1.03652107987728e-05
camelback,5,5.92297759929872e-06
cameli,1,1.48074439982468e-06
camelot,4,5.92297759929872e-06
camels,5,5.92297759929872e-06
camembert,2,2.96148879964936e-06
cameo,4,4.44223319947404e-06
cameos,1,1.48074439982468e-06
camer,1,1.48074439982468e-06
camera,129,6.959498679176e-05
cameras,38,3.99800987952664e-05
cameron,36,4.44223319947404e-05
cameroon,1,1.48074439982468e-06
cami,1,1.48074439982468e-06
camilla,2,2.96148879964936e-06
camille,3,4.44223319947404e-06
camilo,1,1.48074439982468e-06
camino,7,2.96148879964936e-06
camisoles,1,1.48074439982468e-06
camlightingediting,1,1.48074439982468e-06
cammer,1,1.48074439982468e-06
cammy,2,2.96148879964936e-06
camouflage,3,4.44223319947404e-06
camouflaged,2,2.96148879964936e-06
camp,131,0.000121421040785624
campagne,1,1.48074439982468e-06
campaiging,1,1.48074439982468e-06
campaign,224,0.000170285605979838
campaigned,7,8.88446639894808e-06
campaigners,1,1.48074439982468e-06
campaignfinance,1,1.48074439982468e-06
campaigning,7,1.03652107987728e-05
campaignon,1,1.48074439982468e-06
campaigns,17,2.36919103971949e-05
campaignwill,1,1.48074439982468e-06
campas,1,1.48074439982468e-06
campbell,22,3.2576376796143e-05
campcentraljccdenverorg,1,1.48074439982468e-06
camped,5,7.4037219991234e-06
campeonato,1,1.48074439982468e-06
camper,11,1.03652107987728e-05
campers,5,5.92297759929872e-06
campership,1,1.48074439982468e-06
campfire,4,4.44223319947404e-06
campfires,2,2.96148879964936e-06
campground,4,4.44223319947404e-06
campgrounds,1,1.48074439982468e-06
camping,34,4.1460843195091e-05
campion,4,5.92297759929872e-06
campo,1,1.48074439982468e-06
campolindo,1,1.48074439982468e-06
campora,1,1.48074439982468e-06
campos,2,2.96148879964936e-06
camps,17,2.22111659973702e-05
campsite,2,2.96148879964936e-06
campsites,2,2.96148879964936e-06
camptastic,1,1.48074439982468e-06
campus,103,8.29216863901821e-05
campuschat,1,1.48074439982468e-06
campuses,9,1.18459551985974e-05
campusheritage,1,1.48074439982468e-06
campustweets,1,1.48074439982468e-06
campuswide,1,1.48074439982468e-06
campy,1,1.48074439982468e-06
campylobacter,1,1.48074439982468e-06
camra,8,1.18459551985974e-05
camry,1,1.48074439982468e-06
cams,3,4.44223319947404e-06
camus,1,1.48074439982468e-06
can,3996,0.00154737789781679
cana,1,1.48074439982468e-06
canaan,2,2.96148879964936e-06
canaanites,1,1.48074439982468e-06
canaccord,1,1.48074439982468e-06
canada,74,5.77490315931625e-05
canadakorea,1,1.48074439982468e-06
canadia,1,1.48074439982468e-06
canadian,45,3.7018609995617e-05
canadians,6,8.88446639894808e-06
canadiens,1,1.48074439982468e-06
canal,9,1.18459551985974e-05
canales,1,1.48074439982468e-06
canally,1,1.48074439982468e-06
canals,4,5.92297759929872e-06
canapes,1,1.48074439982468e-06
canards,1,1.48074439982468e-06
canary,3,4.44223319947404e-06
canbut,1,1.48074439982468e-06
canby,2,2.96148879964936e-06
cancel,15,1.48074439982468e-05
cancelations,1,1.48074439982468e-06
canceld,1,1.48074439982468e-06
canceled,17,1.77689327978962e-05
canceling,4,5.92297759929872e-06
cancellation,5,5.92297759929872e-06
cancellations,1,1.48074439982468e-06
cancelled,19,2.36919103971949e-05
cancelling,1,1.48074439982468e-06
cancels,1,1.48074439982468e-06
cancer,104,8.58831751898314e-05
cancerfree,1,1.48074439982468e-06
cancerkilling,1,1.48074439982468e-06
cancerous,2,2.96148879964936e-06
cancers,4,5.92297759929872e-06
cancion,1,1.48074439982468e-06
cancun,4,5.92297759929872e-06
cand,1,1.48074439982468e-06
candace,1,1.48074439982468e-06
candance,1,1.48074439982468e-06
candid,3,4.44223319947404e-06
candidacies,1,1.48074439982468e-06
candidacy,6,5.92297759929872e-06
candidate,79,7.25564755914093e-05
candidates,71,6.36720091924612e-05
candied,4,5.92297759929872e-06
candies,7,1.03652107987728e-05
candle,11,1.18459551985974e-05
candlelight,2,2.96148879964936e-06
candlelit,3,4.44223319947404e-06
candler,1,1.48074439982468e-06
candles,17,2.36919103971949e-05
candlestick,1,1.48074439982468e-06
candlesticks,1,1.48074439982468e-06
candlewyck,1,1.48074439982468e-06
cando,1,1.48074439982468e-06
candor,2,2.96148879964936e-06
candy,58,5.62682871933378e-05
candyand,1,1.48074439982468e-06
candycoated,1,1.48074439982468e-06
candycorn,1,1.48074439982468e-06
candying,1,1.48074439982468e-06
candyman,2,2.96148879964936e-06
candytwizzlers,1,1.48074439982468e-06
cane,8,8.88446639894808e-06
canellos,2,2.96148879964936e-06
canelo,5,5.92297759929872e-06
canelonessohere,1,1.48074439982468e-06
canes,5,5.92297759929872e-06
canevaro,1,1.48074439982468e-06
canfield,1,1.48074439982468e-06
canfora,1,1.48074439982468e-06
canibehonestwithyou,1,1.48074439982468e-06
canine,4,5.92297759929872e-06
caning,1,1.48074439982468e-06
canister,2,2.96148879964936e-06
canker,2,2.96148879964936e-06
canmore,1,1.48074439982468e-06
canna,1,1.48074439982468e-06
cannabis,7,5.92297759929872e-06
cannamart,2,2.96148879964936e-06
cannarozzo,1,1.48074439982468e-06
canndles,1,1.48074439982468e-06
canned,7,1.03652107987728e-05
cannery,1,1.48074439982468e-06
cannes,1,1.48074439982468e-06
cannesfilmfestival,1,1.48074439982468e-06
cannibal,1,1.48074439982468e-06
cannibalization,1,1.48074439982468e-06
cannibals,2,2.96148879964936e-06
canning,3,4.44223319947404e-06
cannisters,1,1.48074439982468e-06
cannolis,1,1.48074439982468e-06
cannon,9,1.18459551985974e-05
cannonball,2,2.96148879964936e-06
cannons,2,1.48074439982468e-06
cannot,1353,0.000459030763945651
cannotmiss,1,1.48074439982468e-06
cannotmissit,1,1.48074439982468e-06
cannotwill,1,1.48074439982468e-06
canny,1,1.48074439982468e-06
cano,5,7.4037219991234e-06
canobie,1,1.48074439982468e-06
canoe,3,4.44223319947404e-06
canoeing,1,1.48074439982468e-06
canola,3,4.44223319947404e-06
canon,11,1.62881883980715e-05
canonero,1,1.48074439982468e-06
canongate,2,2.96148879964936e-06
canonical,2,2.96148879964936e-06
canons,1,1.48074439982468e-06
canopy,7,1.03652107987728e-05
canora,1,1.48074439982468e-06
cans,24,2.36919103971949e-05
canseco,3,4.44223319947404e-06
canst,1,1.48074439982468e-06
cant,156,0.0001140173187865
cantaloupe,1,1.48074439982468e-06
cantaloupes,1,1.48074439982468e-06
cantata,1,1.48074439982468e-06
canteen,1,1.48074439982468e-06
canter,1,1.48074439982468e-06
canterbury,4,4.44223319947404e-06
cantering,1,1.48074439982468e-06
cantina,7,8.88446639894808e-06
canton,10,1.03652107987728e-05
cantonbased,1,1.48074439982468e-06
cantonese,1,1.48074439982468e-06
cantor,3,4.44223319947404e-06
cantwait,1,1.48074439982468e-06
cantwaitforsummer,1,1.48074439982468e-06
cantwaitsummer,1,1.48074439982468e-06
cantwell,1,1.48074439982468e-06
canucks,9,4.44223319947404e-06
canvas,14,1.33266995984221e-05
canvass,1,1.48074439982468e-06
canvassed,1,1.48074439982468e-06
canya,1,1.48074439982468e-06
canyon,11,1.18459551985974e-05
canyonroad,1,1.48074439982468e-06
canyons,4,5.92297759929872e-06
canyonwidth,1,1.48074439982468e-06
canyou,1,1.48074439982468e-06
cao,5,7.4037219991234e-06
cap,62,6.51527535922859e-05
capabilities,4,5.92297759929872e-06
capability,9,1.33266995984221e-05
capable,45,2.96148879964936e-05
capacities,3,4.44223319947404e-06
capacity,45,4.59030763945651e-05
capades,1,1.48074439982468e-06
capasso,3,4.44223319947404e-06
capato,1,1.48074439982468e-06
capcontractnegotiation,1,1.48074439982468e-06
cape,32,3.2576376796143e-05
capella,4,2.96148879964936e-06
capellmann,1,1.48074439982468e-06
capello,1,1.48074439982468e-06
capers,3,4.44223319947404e-06
capes,2,2.96148879964936e-06
capezio,1,1.48074439982468e-06
caphill,1,1.48074439982468e-06
capi,1,1.48074439982468e-06
capistrano,6,7.4037219991234e-06
capita,4,1.48074439982468e-06
capital,66,6.66334979921106e-05
capitalism,21,2.22111659973702e-05
capitalist,5,4.44223319947404e-06
capitalists,5,2.96148879964936e-06
capitalization,2,2.96148879964936e-06
capitalize,10,5.92297759929872e-06
capitalized,1,1.48074439982468e-06
capitalizing,2,2.96148879964936e-06
capitalmurder,1,1.48074439982468e-06
capitals,7,5.92297759929872e-06
capitata,1,1.48074439982468e-06
capitate,2,1.48074439982468e-06
capitol,28,1.62881883980715e-05
capitulate,1,1.48074439982468e-06
capitulation,1,1.48074439982468e-06
caplan,3,4.44223319947404e-06
capone,2,2.96148879964936e-06
capones,1,1.48074439982468e-06
capote,4,4.44223319947404e-06
capparelli,2,2.96148879964936e-06
capped,4,4.44223319947404e-06
cappella,3,1.48074439982468e-06
capper,1,1.48074439982468e-06
cappers,1,1.48074439982468e-06
cappetta,1,1.48074439982468e-06
cappiello,1,1.48074439982468e-06
capping,1,1.48074439982468e-06
capps,3,4.44223319947404e-06
cappuccino,3,4.44223319947404e-06
cappuccinos,1,1.48074439982468e-06
cappy,3,4.44223319947404e-06
caprece,1,1.48074439982468e-06
caprese,2,2.96148879964936e-06
capri,3,4.44223319947404e-06
capriccio,1,1.48074439982468e-06
caprice,1,1.48074439982468e-06
capricious,1,1.48074439982468e-06
capricorn,5,7.4037219991234e-06
capricorns,2,2.96148879964936e-06
caps,32,3.2576376796143e-05
capsicum,1,1.48074439982468e-06
capsized,1,1.48074439982468e-06
capsscreenprintingcom,1,1.48074439982468e-06
capstan,1,1.48074439982468e-06
capstone,1,1.48074439982468e-06
capsule,5,7.4037219991234e-06
capsules,3,2.96148879964936e-06
capt,17,2.36919103971949e-05
captain,54,5.47875427935132e-05
captained,1,1.48074439982468e-06
captains,9,1.03652107987728e-05
captcha,2,2.96148879964936e-06
caption,6,7.4037219991234e-06
captions,1,1.48074439982468e-06
captivated,2,2.96148879964936e-06
captivating,6,7.4037219991234e-06
captive,4,5.92297759929872e-06
captives,3,4.44223319947404e-06
captivity,3,1.48074439982468e-06
captor,1,1.48074439982468e-06
captors,1,1.48074439982468e-06
capture,17,1.33266995984221e-05
captured,21,3.10956323963183e-05
capturedincluding,1,1.48074439982468e-06
captures,3,4.44223319947404e-06
capturing,7,1.03652107987728e-05
capuana,1,1.48074439982468e-06
capuano,1,1.48074439982468e-06
car,391,0.000156958906381416
cara,5,7.4037219991234e-06
carabinieri,2,2.96148879964936e-06
carabosse,1,1.48074439982468e-06
caracas,1,1.48074439982468e-06
carafes,1,1.48074439982468e-06
caramel,15,2.07304215975455e-05
caramelamiller,1,1.48074439982468e-06
carameland,1,1.48074439982468e-06
caramelised,1,1.48074439982468e-06
caramelize,1,1.48074439982468e-06
caramelized,4,5.92297759929872e-06
caramelos,1,1.48074439982468e-06
carano,2,2.96148879964936e-06
carapace,1,1.48074439982468e-06
carat,2,2.96148879964936e-06
caravan,2,2.96148879964936e-06
caravels,1,1.48074439982468e-06
caraway,1,1.48074439982468e-06
caray,1,1.48074439982468e-06
carb,2,2.96148879964936e-06
carbin,1,1.48074439982468e-06
carbo,1,1.48074439982468e-06
carbocyclic,1,1.48074439982468e-06
carbohydrate,6,1.48074439982468e-06
carbohydrates,3,4.44223319947404e-06
carbon,27,3.10956323963183e-05
carbonaceous,1,1.48074439982468e-06
carbonara,3,4.44223319947404e-06
carbonated,1,1.48074439982468e-06
carbonation,6,7.4037219991234e-06
carbondale,2,2.96148879964936e-06
carbonite,2,1.48074439982468e-06
carbonneutral,1,1.48074439982468e-06
carbpaleo,1,1.48074439982468e-06
carbs,11,1.48074439982468e-05
carburetor,3,2.96148879964936e-06
carcass,4,4.44223319947404e-06
carcasses,2,2.96148879964936e-06
carcentered,1,1.48074439982468e-06
carchanging,1,1.48074439982468e-06
card,257,0.000179170072378786
cardamom,3,4.44223319947404e-06
cardboard,6,8.88446639894808e-06
cardboardthe,1,1.48074439982468e-06
cardcont,1,1.48074439982468e-06
carded,1,1.48074439982468e-06
carden,2,2.96148879964936e-06
carder,1,1.48074439982468e-06
cardiac,6,5.92297759929872e-06
cardianal,1,1.48074439982468e-06
cardiff,2,2.96148879964936e-06
cardigan,5,7.4037219991234e-06
cardillo,1,1.48074439982468e-06
cardinal,12,1.33266995984221e-05
cardinals,55,2.66533991968442e-05
cardio,10,1.33266995984221e-05
cardiobarre,1,1.48074439982468e-06
cardiologist,5,5.92297759929872e-06
cardiologists,1,1.48074439982468e-06
cardiology,2,2.96148879964936e-06
cardiorelated,1,1.48074439982468e-06
cardiovascular,3,4.44223319947404e-06
cardmadfairy,1,1.48074439982468e-06
cardmembers,1,1.48074439982468e-06
cardo,1,1.48074439982468e-06
cardona,1,1.48074439982468e-06
cardone,1,1.48074439982468e-06
cardoz,2,2.96148879964936e-06
cardozo,2,2.96148879964936e-06
cardpickup,1,1.48074439982468e-06
cards,168,0.000140670717983345
cardsagainsthumanity,1,1.48074439982468e-06
cardscertificates,1,1.48074439982468e-06
cardstock,14,1.77689327978962e-05
cardstocknot,1,1.48074439982468e-06
cardy,1,1.48074439982468e-06
cardz,1,1.48074439982468e-06
care,493,0.000188054538777734
careavan,1,1.48074439982468e-06
cared,19,2.22111659973702e-05
careened,1,1.48074439982468e-06
career,232,0.000158439650781241
careerbest,1,1.48074439982468e-06
careerhigh,4,2.96148879964936e-06
careeri,1,1.48074439982468e-06
careerminded,1,1.48074439982468e-06
careers,25,2.81341435966689e-05
careertechnical,1,1.48074439982468e-06
careerthreatening,1,1.48074439982468e-06
carefree,2,1.48074439982468e-06
careful,38,2.51726547970196e-05
carefully,40,5.03453095940391e-05
carefullycrafted,1,1.48074439982468e-06
caregiver,4,4.44223319947404e-06
caregivers,4,5.92297759929872e-06
carel,1,1.48074439982468e-06
careless,8,1.18459551985974e-05
carelessly,2,2.96148879964936e-06
carelessness,2,2.96148879964936e-06
carell,3,2.96148879964936e-06
carells,1,1.48074439982468e-06
caremore,1,1.48074439982468e-06
careone,1,1.48074439982468e-06
cares,36,2.22111659973702e-05
caresequity,1,1.48074439982468e-06
caresokay,1,1.48074439982468e-06
caress,3,4.44223319947404e-06
caressing,2,2.96148879964936e-06
caretaker,5,5.92297759929872e-06
caretakers,2,2.96148879964936e-06
careu,1,1.48074439982468e-06
careverything,1,1.48074439982468e-06
carey,5,7.4037219991234e-06
carfree,1,1.48074439982468e-06
cargan,1,1.48074439982468e-06
cargill,2,2.96148879964936e-06
cargo,9,1.33266995984221e-05
cari,2,2.96148879964936e-06
carib,1,1.48074439982468e-06
caribbean,10,1.03652107987728e-05
caribe,2,2.96148879964936e-06
caribou,2,2.96148879964936e-06
caribouup,1,1.48074439982468e-06
caricatures,1,1.48074439982468e-06
carie,2,2.96148879964936e-06
carignan,1,1.48074439982468e-06
caril,1,1.48074439982468e-06
carillon,1,1.48074439982468e-06
caring,29,3.55378655957923e-05
caringteam,1,1.48074439982468e-06
carissa,1,1.48074439982468e-06
carjacking,1,1.48074439982468e-06
carl,34,4.88645651942144e-05
carla,6,8.88446639894808e-06
carlarenee,1,1.48074439982468e-06
carle,1,1.48074439982468e-06
carlessness,1,1.48074439982468e-06
carlin,1,1.48074439982468e-06
carlinville,1,1.48074439982468e-06
carlisle,3,4.44223319947404e-06
carlito,1,1.48074439982468e-06
carlo,7,7.4037219991234e-06
carlos,35,4.88645651942144e-05
carlotta,2,2.96148879964936e-06
carlproblems,1,1.48074439982468e-06
carlsbad,1,1.48074439982468e-06
carlsberg,1,1.48074439982468e-06
carlsen,1,1.48074439982468e-06
carlson,3,4.44223319947404e-06
carlstadt,1,1.48074439982468e-06
carlstrom,1,1.48074439982468e-06
carlton,2,2.96148879964936e-06
carly,2,2.96148879964936e-06
carlyle,1,1.48074439982468e-06
carmageddon,1,1.48074439982468e-06
carmalized,1,1.48074439982468e-06
carmel,12,1.33266995984221e-05
carmela,1,1.48074439982468e-06
carmelbury,1,1.48074439982468e-06
carmelized,1,1.48074439982468e-06
carmelmonterey,1,1.48074439982468e-06
carmelo,11,1.33266995984221e-05
carmen,3,4.44223319947404e-06
carmex,1,1.48074439982468e-06
carmichael,2,2.96148879964936e-06
carmiggelt,1,1.48074439982468e-06
carmike,1,1.48074439982468e-06
carmines,1,1.48074439982468e-06
carmona,3,4.44223319947404e-06
carmotorcycle,1,1.48074439982468e-06
carn,1,1.48074439982468e-06
carnage,5,2.96148879964936e-06
carnagie,1,1.48074439982468e-06
carnahan,2,2.96148879964936e-06
carnal,2,2.96148879964936e-06
carnegie,7,7.4037219991234e-06
carneiro,1,1.48074439982468e-06
carneros,1,1.48074439982468e-06
carnet,1,1.48074439982468e-06
carnevale,2,2.96148879964936e-06
carney,2,2.96148879964936e-06
carneys,1,1.48074439982468e-06
carnitas,1,1.48074439982468e-06
carnival,13,1.77689327978962e-05
carnivale,1,1.48074439982468e-06
carnivallike,1,1.48074439982468e-06
carnivals,1,1.48074439982468e-06
carnivores,1,1.48074439982468e-06
carnoustie,1,1.48074439982468e-06
caro,5,7.4037219991234e-06
carol,15,1.77689327978962e-05
carole,1,1.48074439982468e-06
carolina,79,2.22111659973702e-05
carolinaleft,1,1.48074439982468e-06
carolinas,1,1.48074439982468e-06
caroline,8,1.03652107987728e-05
carolinians,2,2.96148879964936e-06
carolla,1,1.48074439982468e-06
carols,2,2.96148879964936e-06
carolyn,11,1.62881883980715e-05
caromed,1,1.48074439982468e-06
caron,2,2.96148879964936e-06
carondelet,2,2.96148879964936e-06
carothers,1,1.48074439982468e-06
carousel,5,5.92297759929872e-06
carousing,1,1.48074439982468e-06
carp,6,7.4037219991234e-06
carpaccio,1,1.48074439982468e-06
carpano,1,1.48074439982468e-06
carpe,3,4.44223319947404e-06
carpediemstorecom,1,1.48074439982468e-06
carpel,1,1.48074439982468e-06
carpenter,13,1.77689327978962e-05
carpenters,2,2.96148879964936e-06
carpet,27,1.77689327978962e-05
carpeting,3,4.44223319947404e-06
carpetless,1,1.48074439982468e-06
carpets,5,7.4037219991234e-06
carping,1,1.48074439982468e-06
carpool,2,2.96148879964936e-06
carproblems,1,1.48074439982468e-06
carr,9,1.33266995984221e-05
carraigeworks,1,1.48074439982468e-06
carre,1,1.48074439982468e-06
carreiro,2,1.48074439982468e-06
carrey,1,1.48074439982468e-06
carriage,6,8.88446639894808e-06
carriages,4,5.92297759929872e-06
carribean,1,1.48074439982468e-06
carrie,9,1.33266995984221e-05
carried,46,5.33067983936885e-05
carrier,19,2.07304215975455e-05
carriers,12,1.48074439982468e-05
carries,30,3.40571211959676e-05
carrillo,2,2.96148879964936e-06
carrington,2,2.96148879964936e-06
carroll,19,2.51726547970196e-05
carrollton,1,1.48074439982468e-06
carrollwood,1,1.48074439982468e-06
carrot,10,1.18459551985974e-05
carrots,29,3.99800987952664e-05
carruth,1,1.48074439982468e-06
carry,94,6.51527535922859e-05
carryforwards,1,1.48074439982468e-06
carryin,1,1.48074439982468e-06
carrying,43,5.03453095940391e-05
carryon,4,5.92297759929872e-06
cars,100,0.000105132852387552
carscom,1,1.48074439982468e-06
carseat,2,2.96148879964936e-06
carsharing,1,1.48074439982468e-06
carson,10,1.33266995984221e-05
cart,25,2.22111659973702e-05
cartagena,2,2.96148879964936e-06
carte,4,2.96148879964936e-06
carted,2,2.96148879964936e-06
cartel,4,4.44223319947404e-06
cartels,5,1.48074439982468e-06
carter,25,2.96148879964936e-05
cartersville,1,1.48074439982468e-06
cartesian,1,1.48074439982468e-06
carthey,1,1.48074439982468e-06
cartier,3,4.44223319947404e-06
cartilage,1,1.48074439982468e-06
cartoblast,1,1.48074439982468e-06
cartoff,1,1.48074439982468e-06
cartojet,1,1.48074439982468e-06
cartomizer,1,1.48074439982468e-06
carton,2,2.96148879964936e-06
cartons,1,1.48074439982468e-06
cartoon,19,2.07304215975455e-05
